STATE ABBREVIATION,D,,CANDIDATE NAME,PARTY,PRIMARY RESULTS,PRIMARY %,RUNOFF RESULTS,RUNOFF %,GENERAL VOTES ,GENERAL %,COMBINED PARTIES
CA,27,,"Brown, Ted ",LBT,"2,938",100,,,"3,675",1.7,
CA,27,,Total Party Votes,LBT,"2,938",,,,,,
CA,27,,Total District Votes,,"144,365",,,,"215,774",,
CA,28,(I),"Dreier, David ",R,"88,837",100,,,"116,557",56.8,
CA,28,,Total Party Votes,R,"88,837",,,,,,
CA,28,,"Nelson, Janice M. ",D,"47,971",100,,,"81,804",39.86,
CA,28,,Total Party Votes,D,"47,971",,,,,,
CA,28,,"Weissbuch, Randall G. ",LBT,"2,327",100,,,"2,823",1.38,
CA,28,,Total Party Votes,LBT,"2,327",,,,,,
CA,28,,"Allison, Lawrence ",NL,"1,358",100,,,"2,083",1.02,
CA,28,,Total Party Votes,NL,"1,358",,,,,,
CA,28,,"Haytas, Joe ""Jay"" ",AIP,"1,759",100,,,"1,932",0.94,
CA,28,,Total Party Votes,AIP,"1,759",,,,,,
CA,28,,Total District Votes,,"142,252",,,,"205,199",,
CA,29,(I),"Waxman, Henry A. ",D,"114,147",100,,,"180,295",75.69,
CA,29,,Total Party Votes,D,"114,147",,,,,,
CA,29,,"Scileppi, Jim ",R,"27,870",100,,,"45,784",19.22,
CA,29,,Total Party Votes,R,"27,870",,,,,,
CA,29,,"Anderson, Jack ",LBT,"5,419",100,,,"7,944",3.33,
CA,29,,Total Party Votes,LBT,"5,419",,,,,,
CA,29,,"Currivan, Bruce ",NL,"2,135",100,,,"4,178",1.75,
CA,29,,Total Party Votes,NL,"2,135",,,,,,
CA,29,,Total District Votes,,"149,571",,,,"238,201",,
CA,30,(I),"Becerra, Xavier ",D,"53,145",100,,,"83,223",83.29,
CA,30,,Total Party Votes,D,"53,145",,,,,,
CA,30,,"Goss, Tony ",R,"6,919",100,,,"11,788",11.8,
CA,30,,Total Party Votes,R,"6,919",,,,,,
CA,30,,"Heath, Jason E. ",LBT,"1,922",100,,,"2,858",2.86,
CA,30,,Total Party Votes,LBT,"1,922",,,,,,
CA,30,,"Hearne, Gary D. ",NL,"1,718",100,,,"2,051",2.05,
CA,30,,Total Party Votes,NL,"1,718",,,,,,
CA,30,,Total District Votes,,"63,704",,,,"99,920",,
CA,31,,"Solis, Hilda L. ",D,"48,531",68.57,,,"89,600",79.35,
CA,31,(I),"Martinez, Matthew G. ""Marty"" ",D,"22,241",31.43,,,,,
CA,31,,Total Party Votes,D,"70,772",,,,,,
CA,31,,"Lieberg-Wong, Krista ",GRN,"3,296",100,,,"10,294",9.12,
CA,31,,Total Party Votes,GRN,"3,296",,,,,,
CA,31,,"McGuire, Michael ",LBT,"2,277",100,,,"7,138",6.32,
CA,31,,Total Party Votes,LBT,"2,277",,,,,,
CA,31,,"Griffin, Richard D. ",NL,"1,630",100,,,"5,882",5.21,
CA,31,,Total Party Votes,NL,"1,630",,,,,,
CA,31,,"Munoz, Larry",W(R),88,100,,,,,
CA,31,,Total Party Votes,R,88,,,,,,
CA,31,,Total District Votes,,"78,063",,,,"112,914",,
CA,32,(I),"Dixon, Julian C. ",D,"84,307",92.99,,,"137,447",83.54,
CA,32,,"Smith, Elisha Smitty ",D,"6,351",7,,,,,
CA,32,,Total Party Votes,D,"90,658",,,,,,
CA,32,,"Williamson, Kathy ",R,"13,040",100,,,"19,924",12.11,
CA,32,,Total Party Votes,R,"13,040",,,,,,
CA,32,,"Weber, Bob ",LBT,"2,038",100,,,"3,875",2.36,
CA,32,,Total Party Votes,LBT,"2,038",,,,,,
CA,32,,"Jibri, Rashied ",NL,"1,644",100,,,"3,281",1.99,
CA,32,,Total Party Votes,NL,"1,644",,,,,,
CA,32,,Total District Votes,,"107,380",,,,"164,527",,
CA,33,(I),"Roybal-Allard, Lucille ",D,"37,618",100,,,"60,510",84.54,
CA,33,,Total Party Votes,D,"37,618",,,,,,
CA,33,,"Miller, Wayne ",R,"5,364",100,,,"8,260",11.54,
CA,33,,Total Party Votes,R,"5,364",,,,,,
CA,33,,"Craddock, Nathan Thomas ",LBT,810,100,,,"1,601",2.24,
CA,33,,Total Party Votes,LBT,810,,,,,,
CA,33,,"Harpur, William ",NL,655,100,,,"1,200",1.68,
CA,33,,Total Party Votes,NL,655,,,,,,
CA,33,,Total District Votes,,"44,447",,,,"71,571",,
CA,34,(I),"Napolitano, Grace Flores ",D,"68,631",100,,,"105,980",71.26,
CA,34,,Total Party Votes,D,"68,631",,,,,,
CA,34,,"Canales, Robert Arthur ",R,"24,140",100,,,"33,445",22.49,
CA,34,,Total Party Votes,R,"24,140",,,,,,
CA,34,,"Simon, Julia F. ",NL,"6,053",100,,,"9,262",6.23,
CA,34,,Total Party Votes,NL,"6,053",,,,,,
CA,34,,"Brantuk, John W.",W,,,,,36,0.02,
CA,34,,Total District Votes,,"98,824",,,,"148,723",,
CA,35,(I),"Waters, Maxine ",D,"64,176",100,,,"100,569",86.54,
CA,35,,Total Party Votes,D,"64,176",,,,,,
CA,35,,"McGill, Carl ",R,"8,898",100,,,"12,582",10.83,
CA,35,,Total Party Votes,R,"8,898",,,,,,
CA,35,,"Mego, Gordon Michael ",AIP,"1,247",100,,,"1,911",1.64,
CA,35,,Total Party Votes,AIP,"1,247",,,,,,
CA,35,,"Dunstan, Rick ",NL,861,100,,,"1,153",0.99,
CA,35,,Total Party Votes,NL,861,,,,,,
CA,35,,Total District Votes,,"75,182",,,,"116,215",,
CA,36,,"Harman, Jane ",D,"63,013",87.59,,,"115,651",48.36,
CA,36,,"Cavuoto, James C. ",D,"6,423",8.93,,,,,
CA,36,,"Rastegar, Farshad ",D,"2,508",3.49,,,,,
CA,36,,Total Party Votes,D,"71,944",,,,,,
CA,36,(I),"Kuykendall, Steven T. ",R,"66,520",84.02,,,"111,199",46.5,
CA,36,,"Pegram, Robert T. (Bob) ",R,"12,653",15.98,,,,,
CA,36,,Total Party Votes,R,"79,173",,,,,,
CA,36,,"Sherman, Daniel R. ",LBT,"2,635",100,,,"6,073",2.54,
CA,36,,Total Party Votes,LBT,"2,635",,,,,,
CA,36,,"Konopka, John R. ",REF,"1,044",100,,,"3,549",1.48,
CA,36,,Total Party Votes,REF,"1,044",,,,,,
CA,36,,"Ornati, Matt ",NL,868,100,,,"2,264",0.95,
CA,36,,Total Party Votes,NL,868,,,,,,
CA,36,,"Davies, William D.",W,,,,,395,0.16,
CA,36,,Total District Votes,,"155,664",,,,"239,131",,
CA,37,(I),"Millender-McDonald, Juanita ",D,"58,646",100,,,"93,269",82.34,
CA,37,,Total Party Votes,D,"58,646",,,,,,
CA,37,,"Van, Vernon ",R,"8,048",100,,,"12,762",11.27,
CA,37,,Total Party Votes,R,"8,048",,,,,,
CA,37,,"Glazer, Margaret ",NL,"2,751",100,,,"4,094",3.61,
CA,37,,Total Party Votes,NL,"2,751",,,,,,
CA,37,,"Peters, Herb ",LBT,"2,248",100,,,"3,150",2.78,
CA,37,,Total Party Votes,LBT,"2,248",,,,,,
CA,37,,Total District Votes,,"71,693",,,,"113,275",,
CA,38,(I),"Horn, Steve ",R,"59,209",100,,,"87,266",48.45,
CA,38,,Total Party Votes,R,"59,209",,,,,,
CA,38,,"Schipske, Gerrie ",D,"17,676",32.18,,,"85,498",47.47,
CA,38,,"Gruwell, Erin ",D,"16,062",29.24,,,,,
CA,38,,"Mathews, Peter ",D,"13,937",25.38,,,,,
CA,38,,"Graham, Ken ",D,"7,248",13.2,,,,,
CA,38,,Total Party Votes,D,"54,923",,,,,,
CA,38,,"Blasdell-Wilkinson, Karen ",NL,"1,396",100,,,"3,744",2.08,
CA,38,,Total Party Votes,NL,"1,396",,,,,,
CA,38,,"Neglia, Jack ",LBT,"1,765",100,,,"3,614",2.01,
CA,38,,Total Party Votes,LBT,"1,765",,,,,,
CA,38,,Total District Votes,,"117,293",,,,"180,122",,
CA,39,(I),"Royce, Ed ",R,"91,626",100,,,"129,294",62.73,
CA,39,,Total Party Votes,R,"91,626",,,,,,
CA,39,,"Kanel, Gill G. ",D,"35,816",100,,,"64,938",31.51,
CA,39,,Total Party Votes,D,"35,816",,,,,,
CA,39,,"Jevning, Ron ",NL,"3,865",100,,,"6,597",3.2,
CA,39,,Total Party Votes,NL,"3,865",,,,,,
CA,39,,"Gann, Keith D. ",LBT,"3,576",100,,,"5,275",2.56,
CA,39,,Total Party Votes,LBT,"3,576",,,,,,
CA,39,,Total District Votes,,"134,883",,,,"206,104",,
CA,40,(I),"Lewis, Jerry ",R,"86,315",100,,,"151,069",79.92,
CA,40,,Total Party Votes,R,"86,315",,,,,,
CA,40,,"Schmit, Frank N. ",NL,"8,687",100,,,"19,029",10.07,
CA,40,,Total Party Votes,NL,"8,687",,,,,,
CA,40,,"Lindberg, Jay ",LBT,"8,155",100,,,"18,924",10.01,
CA,40,,Total Party Votes,LBT,"8,155",,,,,,
CA,40,,"Martinez, Ron Dwayne",W(D),92,100,,,,,
CA,40,,Total Party Votes,D,92,,,,,,
CA,40,,Total District Votes,,"103,249",,,,"189,022",,
CA,41,(I),"Miller, Gary G. ",R,"60,953",89.51,,,"104,695",58.94,
CA,41,,"Ma, Tony (Anthony) ",R,"7,140",10.48,,,,,
CA,41,,Total Party Votes,R,"68,093",,,,,,
CA,41,,"Favila, Rodolfo G. ",D,"32,528",100,,,"66,361",37.36,
CA,41,,Total Party Votes,D,"32,528",,,,,,
CA,41,,"Kramer, David ",NL,"3,519",100,,,"6,560",3.69,
CA,41,,Total Party Votes,NL,"3,519",,,,,,
CA,41,,Total District Votes,,"104,140",,,,"177,616",,
CA,42,(I),"Baca, Joe ",D,"49,234",100,,,"90,585",59.76,
CA,42,,Total Party Votes,D,"49,234",,,,,,
CA,42,,"Pirozzi, Elia ",R,"27,947",79.7,,,"53,239",35.12,
CA,42,,"Kim, Jay ",R,"7,119",20.3,,,,,
CA,42,,Total Party Votes,R,"35,066",,,,,,
CA,42,,"Ballard, John ""Scott"" ",LBT,"2,066",100,,,"4,059",2.68,
CA,42,,Total Party Votes,LBT,"2,066",,,,,,
CA,42,,"Hartley, Gwyn ",NL,"1,855",100,,,"3,694",2.44,
CA,42,,Total Party Votes,NL,"1,855",,,,,,
CA,42,,Total District Votes,,"88,221",,,,"151,577",,
CA,43,(I),"Calvert, Ken ",R,"73,660",66.95,,,"140,201",73.66,
CA,43,,"Collen, Martin ",R,"31,907",29,,,,,
CA,43,,"Jafri, Khalid ",R,"4,448",4.04,,,,,
CA,43,,Total Party Votes,R,"110,015",,,,,,
CA,43,,"Reed, Bill ",LBT,"9,627",100,,,"29,755",15.63,
CA,43,,Total Party Votes,LBT,"9,627",,,,,,
CA,43,,"Adam, Nat ",NL,"6,956",100,,,"20,376",10.7,
CA,43,,Total Party Votes,NL,"6,956",,,,,,
CA,43,,"Vandenberg, Louis John",W(D),290,61.31,,,,,
CA,43,,"James, Cary",W(D),148,31.29,,,,,
CA,43,,"Caudle, Herre",W(D),35,7.4,,,,,
CA,43,,Total Party Votes,D,473,,,,,,
CA,43,,Total District Votes,,"127,071",,,,"190,332",,
CA,44,(I),"Bono, Mary ",R,"79,365",89.01,,,"123,738",59.15,
CA,44,,"Mathewson, Bud ",R,"9,800",10.99,,,,,
CA,44,,Total Party Votes,R,"89,165",,,,,,
CA,44,,"Oden, Ron ",D,"20,079",40.86,,,"79,302",37.91,
CA,44,,"Harney, Tom ",D,"13,170",26.8,,,,,
CA,44,,"Gordon, Jon ",D,"9,765",19.87,,,,,
CA,44,,"Wofford, Doug ",D,"6,124",12.46,,,,,
CA,44,,Total Party Votes,D,"49,138",,,,,,
CA,44,,"Smith, Gene ",REF,"1,628",100,,,"4,135",1.98,
CA,44,,Total Party Votes,REF,"1,628",,,,,,
CA,44,,"Meuer, Jim ",NL,764,100,,,"2,012",0.96,
CA,44,,Total Party Votes,NL,764,,,,,,
CA,44,,Total District Votes,,"140,695",,,,"209,187",,
CA,45,(I),"Rohrabacher, Dana ",R,"89,174",89.07,,,"136,275",62.12,
CA,45,,"Pham, Long K. ",R,"10,942",10.93,,,,,
CA,45,,Total Party Votes,R,"100,116",,,,,,
CA,45,,"Crisell, Ted ",D,"37,755",100,,,"71,066",32.39,
CA,45,,Total Party Votes,D,"37,755",,,,,,
CA,45,,"Hull, Don ",LBT,"4,901",100,,,"8,409",3.83,
CA,45,,Total Party Votes,LBT,"4,901",,,,,,
CA,45,,"Betton, Constance ",NL,"2,208",100,,,"3,635",1.66,
CA,45,,Total Party Votes,NL,"2,208",,,,,,
CA,45,,Total District Votes,,"144,980",,,,"219,385",,
CA,46,(I),"Sanchez, Loretta ",D,"40,031",100,,,"70,381",60.2,
CA,46,,Total Party Votes,D,"40,031",,,,,,
CA,46,,"Tuchman, Gloria Matta ",R,"16,606",63.57,,,"40,928",35.01,
CA,46,,"Garber, Howard ",R,"9,518",36.43,,,,,
CA,46,,Total Party Votes,R,"26,124",,,,,,
CA,46,,"Boddie, Richard B. ",LBT,"1,769",100,,,"3,159",2.7,
CA,46,,Total Party Votes,LBT,"1,769",,,,,,
CA,46,,"Engwall, Larry ",NL,"1,431",100,,,"2,440",2.09,
CA,46,,Total Party Votes,NL,"1,431",,,,,,
CA,46,,Total District Votes,,"69,355",,,,"116,908",,
CA,47,(I),"Cox, Christopher ",R,"134,959",100,,,"181,365",65.62,
CA,47,,Total Party Votes,R,"134,959",,,,,,
CA,47,,"Graham, John ",D,"18,913",34.78,,,"83,186",30.1,
CA,47,,"Irvine, Don ",D,"16,510",30.36,,,,,
CA,47,,"Keysor, Jim ",D,"10,010",18.4,,,,,
CA,47,,"Mafi, Maziar ",D,"8,953",16.46,,,,,
CA,47,,Total Party Votes,D,"54,386",,,,,,
CA,47,,"Nolan, David F. ",LBT,"4,892",100,,,"8,081",2.92,
CA,47,,Total Party Votes,LBT,"4,892",,,,,,
CA,47,,"Adam, Iris ",NL,"2,619",100,,,"3,769",1.36,
CA,47,,Total Party Votes,NL,"2,619",,,,,,
CA,47,,Total District Votes,,"196,856",,,,"276,401",,
CA,48,,"Issa, Darrell ",R,"67,732",45.47,,,"160,627",61.43,
CA,48,,"Morrow, Bill ",R,"45,223",30.36,,,,,
CA,48,,"Dornan, Mark ",R,"9,534",6.4,,,,,
CA,48,,"Snyder, Joe ",R,"8,480",5.69,,,,,
CA,48,,"Griffith, William D. ",R,"5,362",3.6,,,,,
CA,48,,"Udall, Don ",R,"5,258",3.53,,,,,
CA,48,,"Luke, James ",R,"3,043",2.04,,,,,
CA,48,,"Debow, Kim ",R,"1,998",1.34,,,,,
CA,48,,"Mahan, Kevin M. ",R,"1,584",1.06,,,,,
CA,48,,"Mayerhofer, Ed ",R,753,0.5,,,,,
CA,48,,Total Party Votes,R,"148,967",,,,,,
CA,48,,"Kouvelis, Peter ",D,"20,789",60.27,,,"74,073",28.33,
CA,48,,"Maguire, Richard K. ",D,"13,704",39.73,,,,,
CA,48,,Total Party Votes,D,"34,493",,,,,,
CA,48,,"Rose, Eddie ",REF,"3,305",100,,,"11,240",4.3,
CA,48,,Total Party Votes,REF,"3,305",,,,,,
CA,48,,"Miles, Sharon K. ",NL,"2,751",100,,,"8,269",3.16,
CA,48,,Total Party Votes,NL,"2,751",,,,,,
CA,48,,"Cobb, Joe Michael ",LBT,"2,511",100,,,"7,269",2.78,
CA,48,,Total Party Votes,LBT,"2,511",,,,,,
CA,48,,Total District Votes,,"192,027",,,,"261,478",,
CA,49,,"Davis, Susan A. ",D,"71,443",100,,,"113,400",49.63,
CA,49,,Total Party Votes,D,"71,443",,,,,,
CA,49,(I),"Bilbray, Brian P. ",R,"79,473",100,,,"105,515",46.18,
CA,49,,Total Party Votes,R,"79,473",,,,,,
CA,49,,"Ball, Doris ",LBT,"3,505",100,,,"6,526",2.86,
CA,49,,Total Party Votes,LBT,"3,505",,,,,,
CA,49,,"Bhatti, Tahir I. ",NL,"1,738",100,,,"3,048",1.33,
CA,49,,Total Party Votes,NL,"1,738",,,,,,
CA,49,,Total District Votes,,"156,159",,,,"228,489",,
CA,50,(I),"Filner, Bob ",D,"61,742",100,,,"95,191",68.25,
CA,50,,Total Party Votes,D,"61,742",,,,,,
CA,50,,"Divine, Bob ",R,"18,339",68.42,,,"38,526",27.62,
CA,50,,"Sorongon, Alexander ",R,"5,420",20.22,,,,,
CA,50,,"Good, James Allen ",R,"3,044",11.36,,,,,
CA,50,,Total Party Votes,R,"26,803",,,,,,
CA,50,,"Willoughby, David A. ",LBT,"1,934",100,,,"3,472",2.49,
CA,50,,Total Party Votes,LBT,"1,934",,,,,,
CA,50,,"Kendall, Leeann S. ",NL,"1,187",100,,,"2,283",1.64,
CA,50,,Total Party Votes,NL,"1,187",,,,,,
CA,50,,Total District Votes,,"91,666",,,,"139,472",,
CA,51,(I),"Cunningham, Randy ""Duke"" ",R,"126,038",100,,,"172,291",64.34,
CA,51,,Total Party Votes,R,"126,038",,,,,,
CA,51,,"Barraza, George ""Jorge"" ",D,"50,245",100,,,"81,408",30.4,
CA,51,,Total Party Votes,D,"50,245",,,,,,
CA,51,,"Muhe, Daniel L. ",LBT,"5,103",100,,,"7,159",2.67,
CA,51,,Total Party Votes,LBT,"5,103",,,,,,
CA,51,,"Bourdette, Eric Hunter ",NL,"4,858",100,,,"6,941",2.59,
CA,51,,Total Party Votes,NL,"4,858",,,,,,
CA,51,,Total District Votes,,"186,244",,,,"267,799",,
CA,52,(I),"Hunter, Duncan ",R,"103,667",100,,,"131,345",64.7,
CA,52,,Total Party Votes,R,"103,667",,,,,,
CA,52,,"Barkacs, Craig ",D,"36,715",100,,,"63,537",31.3,
CA,52,,Total Party Votes,D,"36,715",,,,,,
CA,52,,"Benoit, Michael ",LBT,"4,408",100,,,"5,995",2.95,
CA,52,,Total Party Votes,LBT,"4,408",,,,,,
CA,52,,"Sherman, Robert A. ",NL,"1,455",100,,,"2,117",1.04,
CA,52,,Total Party Votes,NL,"1,455",,,,,,
CA,52,,Total District Votes,,"146,245",,,,"202,994",,
CA,,,Total State Votes,,"7,016,533",,,,"10,437,665",,
CO,1,(I),"DeGette, Diana",D,"16,742",100,,,"141,831",68.7,
CO,1,,Total Party Votes,D,"16,742",,,,,,
CO,1,,"Thomas, Jesse L.",R,"7,249",100,,,"56,291",27.27,
CO,1,,Total Party Votes,R,"7,249",,,,,,
CO,1,,"Combs, Richard",LBT,,,,,"5,852",2.83,
CO,1,,"Nasser, Lyle",REF,,,,,"2,452",1.19,
CO,1,,"Swing, Gary W.",W,,,,,5,0,
CO,1,,"Schaefer, Paul",W,,,,,3,0,
CO,1,,Total District Votes,,"23,991",,,,"206,434",,
CO,2,(I),"Udall, Mark",D,"17,388",100,,,"155,725",55,
CO,2,,Total Party Votes,D,"17,388",,,,,,
CO,2,,"Cox, Carolyn",R,"8,537",50.35,,,"109,338",38.62,
CO,2,,"Johnson, Larry E.",R,"7,390",43.59,,,,,
CO,2,,"Hume, Sandy",W(R),987,5.82,,,,,
CO,2,,"Ryan, David L.",W(R),40,0.24,,,,,
CO,2,,Total Party Votes,R,"16,954",,,,,,
CO,2,,"Forthofer, Ronald N.",GRN,,,,,"12,398",4.38,
CO,2,,"Baker, David Michael",LBT,,,,,"5,655",2,
CO,2,,Total District Votes,,"34,342",,,,"283,116",,
CO,3,(I),"McInnis, Scott",R,"22,873",100,,,"199,204",65.84,
CO,3,,Total Party Votes,R,"22,873",,,,,,
CO,3,,"Imrie, Curtis",D,"9,517",100,,,"87,921",29.06,
CO,3,,Total Party Votes,D,"9,517",,,,,,
CO,3,,"Sakson, Drew",LBT,,,,,"9,982",3.3,
CO,3,,"Good, Victor A.",REF,,,,,"5,433",1.8,
CO,3,,Total District Votes,,"32,390",,,,"302,540",,
CO,4,(I),"Schaffer, Bob",R,"20,938",100,,,"209,078",79.5,
CO,4,,Total Party Votes,R,"20,938",,,,,,
CO,4,,"Ward, Dan Sewell",NL,,,,,"19,721",7.5,
CO,4,,"Baker, Kordon L.",LBT,,,,,"19,713",7.5,
CO,4,,"Hanks, Leslie J.",AMC,,,,,"9,955",3.78,
CO,4,,"Swartz, David A.",W,,,,,"4,539",1.72,
CO,4,,Total District Votes,,"20,938",,,,"263,006",,
CO,5,(I),"Hefley, Joel",R,"33,121",100,,,"253,330",82.7,
CO,5,,Total Party Votes,R,"33,121",,,,,,
CO,5,,"Kantor, Kerry",LBT,,,,,"37,719",12.31,
CO,5,,"MacKenzie, Randy",NL,,,,,"15,260",4.98,
CO,5,,Total District Votes,,"33,121",,,,"306,309",,
CO,6,(I),"Tancredo, Tom",R,"27,756",100,,,"141,410",53.88,
CO,6,,Total Party Votes,R,"27,756",,,,,,
CO,6,,"Toltz, Kenneth A.",D,"12,254",100,,,"110,568",42.12,
CO,6,,Total Party Votes,D,"12,254",,,,,,
CO,6,,"Katz, Adam D.",LBT,,,,,"6,885",2.62,
CO,6,,"Heckman, John",CPP,,,,,"3,614",1.38,
CO,6,,Total District Votes,,"40,010",,,,"262,477",,
CO,,,Total State Votes,,"184,792",,,,"1,623,882",,
CT,1,(I),"Larson, John B.",D,*,,,,"151,932",71.92,
CT,1,,"Backlund, Bob",R,*,,,,"59,331",28.08,
CT,1,,Total District Votes,,,,,,"211,263",,
CT,2,,"Simmons, Rob",Combined,,,,,,50.63,"114,380"
CT,2,,"Simmons, Rob",R,*,,,,"110,239",,
CT,2,,"Simmons, Rob",IDP,,,,,"4,141",,
CT,2,(I),"Gejdenson, Sam",D,*,,,,"111,520",49.37,
CT,2,,"Ondusko, Dianne Guenetta",D,,,,,,,
CT,2,,Total District Votes,,,,,,"225,900",,
CT,3,(I),"DeLauro, Rosa L.",D,*,,,,"156,910",71.91,
CT,3,,"Gold, June M.",R,*,,,,"60,037",27.51,
CT,3,,"Dalby, Gail",NL,,,,,"1,258",0.58,
CT,3,,Total District Votes,,,,,,"218,205",,
CT,4,(I),"Shays, Christopher",R,*,,,,"119,155",57.63,
CT,4,,"Sanchez, Stephanie",D,*,,,,"84,472",40.86,
CT,4,,"Imre, John Peter",D,,,,,,,
CT,4,,"Gislao, Daniel",LBT,,,,,"2,034",0.98,
CT,4,,"Don, Frank M.",IDP,,,,,"1,097",0.53,
CT,4,,Total District Votes,,,,,,"206,758",,
CT,5,(I),"Maloney, Jim",D,*,,,,"118,932",53.62,
CT,5,,"Nielsen, Mark",R,*,,,,"98,229",44.28,
CT,5,,"Zdonczyk, Joseph A.",CNC,,,,,"4,653",2.1,
CT,5,,"Joy, John M.",W,,,,,7,0,
CT,5,,Total District Votes,,,,,,"221,821",,
CT,6,(I),"Johnson, Nancy L.",R,*,,,,"143,698",62.6,
CT,6,,"Valenti, Paul",D,*,,,,"75,471",32.88,
CT,6,,"Cole, Audrey A.",GRN,,,,,"7,303",3.18,
CT,6,,"Knibbs, Timothy A.",CNC,,,,,"3,071",1.34,
CT,6,,Total District Votes,,,,,,"229,543",,
CT,,,Total State Votes,,,,,,"1,313,490",,
DE,1,(I),"Castle, Michael N.",R,Unopposed,,,,"211,797",67.63,
DE,1,,"Miller, Micheal C.",D,Unopposed,,,,"96,488",30.81,
DE,1,,"Webster, James P.",CON,,,,,"2,490",0.8,
DE,1,,"Thomas, Brad C.",LBT,,,,,"2,351",0.75,
DE,1,,Scatterd,W,,,,,45,0.01,
DE,1,,Total District Votes,,,,,,"313,171",,
DE,,,Total State Votes,,,,,,"313,171",,
DC,0,(I),"Norton, Eleanor Holmes",D,"19,372",97.14,,,"158,824",90.43,
DC,0,,Scattered,W(D),570,2.86,,,,,
DC,0,,Total Party Votes,D,"19,942",,,,,,
DC,0,,Scattered,W(R),307,100,,,,,
DC,0,,Total Party Votes,R,307,,,,,,
DC,0,,Scattered,W(DCG),40,100,,,,,
DC,0,,Total Party Votes,DCG,40,,,,,,
DC,0,,Scattered,W(UM),13,100,,,,,
DC,0,,Total Party Votes,UM,13,,,,,,
DC,0,,"Wolterbeek, Edward Henry",R,,,,,"10,258",5.84,
DC,0,,"Kampia, Robert D.",LBT,,,,,"4,594",2.62,
DC,0,,"Manuel, Sam",SWP,,,,,"1,419",0.81,
DC,0,,Scattered,W,,,,,536,0.3,
DC,0,,Total District Votes,,"20,302",,,,"175,631",,
DC,,,Total State Votes,,"20,302",,,,"175,631",,
FL,1,(I),"Scarborough, Joe",R,"54,032",77.36,,,"226,473",99.53,
FL,1,,"Condon, Bob",R,"15,808",22.63,,,,,
FL,1,,Total Party Votes,R,"69,840",,,,,,
FL,1,,"Coutu, Mark S.",W,,,,,376,0.16,
FL,1,,"Hoole, Fred",W,,,,,311,0.14,
FL,1,,"Wiley, Dudley",W,,,,,192,0.08,
FL,1,,"Blue, Dave",W,,,,,187,0.08,
FL,1,,Total District Votes,,"69,840",,,,"227,539",,
FL,2,(I),"Boyd, Allen",D,Unopposed,,,,"185,579",72.1,
FL,2,,"Dodd, Doug",R,Unopposed,,,,"71,754",27.88,
FL,2,,"Frederick, Thomas A.",W,,,,,70,0.03,
FL,2,,Total District Votes,,,,,,"257,403",,
FL,3,(I),"Brown, Corrine",D,Unopposed,,,,"102,143",57.59,
FL,3,,"Carroll, Jennifer S.",R,Unopposed,,,,"75,228",42.41,
FL,3,,"Sumner, Carl",W,,,,,1,0,
FL,3,,Total District Votes,,,,,,"177,372",,
FL,4,,"Crenshaw, Ander",R,"47,588",69.57,,,"203,090",66.96,
FL,4,,"Quiggle, Dan",R,"20,816",30.43,,,,,
FL,4,,Total Party Votes,R,"68,404",,,,,,
FL,4,,"Sullivan, Tom",D,"29,009",62.17,,,"94,587",31.19,
FL,4,,"Sanders, Kevin Schaun",D,"17,652",37.83,,,,,
FL,4,,Total Party Votes,D,"46,661",,,,,,
FL,4,,"Pueschel, Deborah Katz",I,,,,,"5,609",1.85,
FL,4,,Total District Votes,,"115,065",,,,"303,286",,
FL,5,(I),"Thurman, Karen L.",D,Unopposed,,,,"180,338",64.27,
FL,5,,"Enwall, Pete",R,"19,405",51.36,,,"100,244",35.72,
FL,5,,"King, Jim",R,"18,375",48.64,,,,,
FL,5,,Total Party Votes,R,"37,780",,,,,,
FL,5,,"Johnson, Don",W,,,,,16,0,
FL,5,,Total District Votes,,"37,780",,,,"280,598",,
FL,6,(I),"Stearns, Clifford (Cliff) B.",R,Unopposed,,,,"178,789",99.9,
FL,6,,"Clower, (Tim)",W,,,,,152,0.08,
FL,6,,"Elliott, Barbara",W,,,,,31,0.02,
FL,6,,Total District Votes,,,,,,"178,972",,
FL,7,(I),"Mica, John L.",R,Unopposed,,,,"171,018",63.21,
FL,7,,"Vaughen, Dan",D,Unopposed,,,,"99,531",36.79,
FL,7,,"Nelson, Norman E",W,,,,,11,0,
FL,7,,Total District Votes,,,,,,"270,560",,
FL,8,,"Keller, Ric",R,"12,981",30.97,"16,292",51.94,"125,253",50.79,
FL,8,,"Sublette, Bill",R,"18,196",43.41,"15,077",48.06,,,
FL,8,,"Hering, Bob",R,"10,736",25.61,,,,,
FL,8,,Total Party Votes,R,"41,913",,"31,369",,,,
FL,8,,"Chapin, Linda W.",D,Unopposed,,,,"121,295",49.19,
FL,8,,"Klein, Charlie",W,,,,,39,0.02,
FL,8,,"Hill, Clay O.",W,,,,,6,0,
FL,8,,Total District Votes,,"41,913",,"31,369",,"246,593",,
FL,9,(I),"Bilirakis, Michael",R,Unopposed,,,,"210,318",81.9,
FL,9,,"Duffey, Jon",REF,,,,,"46,474",18.1,
FL,9,,"Ospina, Marie",W,,,,,2,0,
FL,9,,Total District Votes,,,,,,"256,794",,
FL,10,(I),"Young, C.W. Bill",R,Unopposed,,,,"146,799",75.67,
FL,10,,"Green, Josette",NL,,,,,"26,908",13.87,
FL,10,,"Heine, Randy",I,,,,,"20,296",10.46,
FL,10,,Total District Votes,,,,,,"194,003",,
